example_id,scenario_id,text,context_type,parent_review_rating,movie_rating_perfection_pct,movie_rating_skip_pct,has_mention,language_mix,target_detected,moderation_action,label_primary,labels_multi,abuse_category,intent_label,severity,contains_profanity,is_directed_at_person,source_type,source_dataset,source_url,source_license,provenance_notes,is_transformed,transformation_type,contains_pii,pii_redaction_notes,split,created_by,created_at,review_status,rationale_short,recommended_action,policy_version
moctale_mod_0105,safe_movie_104,"I respect fans, but the climax in Ganapath was painfully lazy.",main_review,Skip,88,7,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0106,safe_movie_105,Ye film bakwas lagi because pacing weak tha. That is my honest take. Case 2.,main_review,Skip,85,16,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0107,safe_movie_106,Leo felt boring; the acting never worked for me.,main_review,Skip,80,8,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0108,safe_movie_107,Ganapath felt unconvincing; the screenplay never worked for me.,main_review,Timepass,90,17,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,eval,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0109,safe_movie_108,Peddi felt confusing; the editing never worked for me.,main_review,Timepass,84,9,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0110,safe_movie_109,"Ganapath ka direction messy tha, but people can still enjoy it.",main_review,Skip,75,4,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0111,safe_movie_110,This movie is shit but my issue is only with the color grading.,main_review,Skip,85,9,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0112,safe_movie_111,Sitaare felt unconvincing; the music never worked for me.,main_review,Skip,67,10,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,eval,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0113,safe_movie_112,Animal felt overhyped; the dialogues never worked for me.,main_review,Skip,89,5,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0114,safe_movie_113,"I respect fans, but the acting in Ganapath was painfully weak.",main_review,Timepass,63,16,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0115,safe_movie_114,Kantara felt unconvincing; the acting never worked for me.,main_review,Timepass,85,15,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0116,safe_movie_115,Peddi felt weak; the story never worked for me.,main_review,Timepass,62,3,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0117,safe_movie_116,"I respect fans, but the VFX in Jawan was painfully boring.",main_review,Skip,64,5,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0118,safe_movie_117,This movie is shit but my issue is only with the direction. Context matters here. Case 10.,main_review,Skip,90,14,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0119,safe_movie_118,"This movie is shit but my issue is only with the climax. This is about the discussion, not personal life. Case 4.",main_review,Timepass,83,15,false,hinglish_latin,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,true,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0120,safe_movie_119,Ganapath felt predictable; the climax never worked for me.,main_review,Skip,94,4,false,english,movie_show,allow,safe,"[""safe"", ""harsh_criticism""]",non_abusive,criticism,none,false,false,synthetic,,,,Synthetic movie-craft criticism created for target-aware moderation coverage.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0121,actor_work_000,"Actor did not ruin as a person, but the dialogue delivery was weak.",main_review,Perfection,50,17,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0122,actor_work_001,The lead actor's action scenes in Chhaava was not convincing.,main_review,Go For It,40,28,false,english,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0123,actor_work_002,Hero ka performance flat tha; script bhi help nahi kar rahi thi.,main_review,Timepass,42,16,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0124,actor_work_003,Hero ka performance flat tha; script bhi help nahi kar rahi thi. That is my honest take. Case 2.,main_review,Perfection,83,16,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0125,actor_work_004,"Tiger ki acting yahan wooden lagi, character connect nahi hua.",main_review,Skip,47,16,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0126,actor_work_005,"Tiger ki acting yahan wooden lagi, character connect nahi hua. That is my honest take. Case 2.",main_review,Perfection,43,12,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0127,actor_work_006,"Director aur actor dono ka work average tha, personal kuch nahi.",main_review,Timepass,68,9,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0128,actor_work_007,"Hero ka performance flat tha; script bhi help nahi kar rahi thi. This is about the discussion, not personal life. Case 4.",main_review,Timepass,72,33,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0129,actor_work_008,"Director aur actor dono ka work average tha, personal kuch nahi. That is my honest take. Case 2.",main_review,Perfection,67,22,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,eval,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0130,actor_work_009,The lead actor's screen presence in Sitaare was not convincing.,main_review,Perfection,54,3,false,english,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0131,actor_work_010,The lead actor's action scenes in Ganapath was not convincing.,main_review,Go For It,70,35,false,english,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0132,actor_work_011,"Tiger ki acting yahan wooden lagi, character connect nahi hua. This is about the discussion, not personal life. Case 4.",main_review,Skip,80,33,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0133,actor_work_012,"Actor did not ruin as a person, but the comic timing was weak.",main_review,Skip,61,22,false,english,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0134,actor_work_013,"Actor did not ruin as a person, but the dialogue delivery was weak. That is my honest take. Case 2.",main_review,Skip,84,33,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0135,actor_work_014,"Director aur actor dono ka work average tha, personal kuch nahi. This is about the discussion, not personal life. Case 4.",main_review,Perfection,69,7,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0136,actor_work_015,"Actor did not ruin as a person, but the screen presence was weak.",main_review,Perfection,89,27,false,english,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0137,actor_work_016,"Director aur actor dono ka work average tha, personal kuch nahi. The point is about the movie debate. Case 6.",main_review,Skip,66,5,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0138,actor_work_017,"Actor did not ruin as a person, but the action scenes was weak.",main_review,Skip,80,30,false,english,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0139,actor_work_018,"Actor did not ruin as a person, but the dialogue delivery was weak. This is about the discussion, not personal life. Case 4.",main_review,Go For It,58,30,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0140,actor_work_019,The lead actor's acting in Leo was not convincing.,main_review,Go For It,85,12,false,english,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,eval,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0141,actor_work_020,The lead actor's action scenes in Ganapath was not convincing. That is my honest take. Case 2.,main_review,Skip,45,16,false,english,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0142,actor_work_021,The lead actor's comic timing in Kantara was not convincing.,main_review,Go For It,71,20,false,english,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0143,actor_work_022,Hero ka performance flat tha; script bhi help nahi kar rahi thi. The point is about the movie debate. Case 6.,main_review,Skip,70,17,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0144,actor_work_023,"Tiger ki acting yahan wooden lagi, character connect nahi hua. The point is about the movie debate. Case 6.",main_review,Skip,52,34,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0145,actor_work_024,"Actor did not ruin as a person, but the acting was weak.",main_review,Skip,61,34,false,english,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0146,actor_work_025,"Actor did not ruin as a person, but the acting was weak. That is my honest take. Case 2.",main_review,Timepass,77,33,false,english,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0147,actor_work_026,"Director aur actor dono ka work average tha, personal kuch nahi. I still think people can disagree. Case 8.",main_review,Skip,62,23,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0148,actor_work_027,Hero ka performance flat tha; script bhi help nahi kar rahi thi. I still think people can disagree. Case 8.,main_review,Skip,60,14,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0149,actor_work_028,Hero ka performance flat tha; script bhi help nahi kar rahi thi. Context matters here. Case 10.,main_review,Go For It,89,28,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0150,actor_work_029,Hero ka performance flat tha; script bhi help nahi kar rahi thi. That is my honest take. Case 12.,main_review,Skip,64,11,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0151,actor_work_030,"Tiger ki acting yahan wooden lagi, character connect nahi hua. I still think people can disagree. Case 8.",main_review,Timepass,46,30,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0152,actor_work_031,"Hero ka performance flat tha; script bhi help nahi kar rahi thi. This is about the discussion, not personal life. Case 14.",main_review,Perfection,86,11,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0153,actor_work_032,The lead actor's dialogue delivery in Jawan was not convincing.,main_review,Skip,90,18,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0154,actor_work_033,Hero ka performance flat tha; script bhi help nahi kar rahi thi. The point is about the movie debate. Case 16.,main_review,Perfection,61,26,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,eval,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0155,actor_work_034,"Director aur actor dono ka work average tha, personal kuch nahi. Context matters here. Case 10.",main_review,Perfection,79,6,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,eval,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0156,actor_work_035,"Tiger ki acting yahan wooden lagi, character connect nahi hua. Context matters here. Case 10.",main_review,Perfection,67,8,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0157,actor_work_036,"Tiger ki acting yahan wooden lagi, character connect nahi hua. That is my honest take. Case 12.",main_review,Timepass,41,4,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0158,actor_work_037,"Actor did not ruin as a person, but the acting was weak. This is about the discussion, not personal life. Case 4.",main_review,Timepass,63,29,false,english,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0159,actor_work_038,"Director aur actor dono ka work average tha, personal kuch nahi. That is my honest take. Case 12.",main_review,Skip,76,13,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0160,actor_work_039,The lead actor's dialogue delivery in Chhaava was not convincing.,main_review,Skip,79,17,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,eval,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0161,actor_work_040,"Tiger ki acting yahan wooden lagi, character connect nahi hua. This is about the discussion, not personal life. Case 14.",main_review,Go For It,69,18,false,hinglish_latin,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0162,actor_work_041,The lead actor's screen presence in Leo was not convincing.,main_review,Skip,58,12,false,english,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,train,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
moctale_mod_0163,actor_work_042,"Actor did not ruin as a person, but the comic timing was weak. That is my honest take. Case 2.",main_review,Timepass,80,29,false,english,actor_public_work,allow,safe,"[""safe"", ""actor_work_criticism""]",non_abusive,criticism,none,false,false,screenshot_inspired,,,,Inspired by movie review UI patterns; rewritten from scratch with no original usernames or exact comments.,true,context_rewritten,false,,test,human_authored_seed,2026-06-23,approved,Allowed because the criticism targets movie or review content rather than a person.,allow,moctale_policy_v0.1
